U61;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1120001;Organisation Todt         ;T1015001;3;1930;1970;industrial_engineering;general_equipment;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120002;RMfdbO                    ;T1015002;3;1930;1970;management;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120003;Osthütten Don-Wolga       ;T1120003;2;1930;1970;chemistry;industrial_engineering;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x 
1120004;Arsenal der Wehrmacht     ;T1120004;2;1930;1970;general_equipment;mechanics;training;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120005;Feldinstandsetzungsdienste;T1120005;1;1930;1970;general_equipment;rt_user_18;training;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x 
1120006;Fliegerhorst Rostov       ;T1120006;1;1930;1970;aeronautics;technical_efficiency;general_equipment;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120007;Rostover Ostwerft         ;T1120007;1;1930;1970;naval_engineering;naval_artillery;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120008;Zentralbank Don-Wolga     ;T1120008;2;1930;1970;mathematics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120009;Befehlshaber Don-Wolga    ;T1120009;2;1930;1970;small_unit_tactics;decentralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120010;Admiral Schwarzes Meer    ;T1120010;2;1930;1970;decentralized_execution;rt_user_9;rt_user_16;rt_user_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1120011;Fliegerführer Don-Wolga   ;T1120011;2;1930;1970;rt_user_5;rt_user_6;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
