U47;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1050001;Head of State;Adolf Hitler;36;NS;Powerhungry Demagogue;High;M1;x
1050002;Head of State;Alfred Rosenberg;36;NS;Ruthless Powermonger;High;M1015002;x
1050003;Head of Government;Josef Grohé;36;NS;Backroom Backstabber;High;M1050003;x
1050004;Head of Government;Eggert Reeder;36;NS;Naive Optimist;Medium;M1050004;x
1050005;Head of Government;Alexander von Falkenhausen;36;NS;Old General;High;L293;x
1050006;Foreign Minister;Josef Grohé;36;NS;Ideological Crusader;High;M1050003;x
1050007;Foreign Minister;Alexander von Falkenhausen;36;NS;Ideological Crusader;High;L293;x
1050008;Minister of Armament;Eggert Reeder;36;NS;Resource Industrialist 2;High;M1050004;x
1050009;Minister of Security;Werner Best;36;NS;Back Stabber;Medium;M1050009;x
1050010;Minister of Security;Richard Jungclaus;36;NS;Crooked Kleptocrat;Medium;M1050010;x
1050011;Head of Military Intelligence;Werner Best;36;NS;Political Specialist;Medium;M1050009;x
1050012;Head of Military Intelligence;Richard Jungclaus;36;NS;Political Specialist;Medium;M1050010;x
1050013;Head of Military Intelligence;Eduard Strauch;36;NS;Political Specialist;Medium;M1050013;x
1050014;Chief of Staff;Alexander von Falkenhausen;36;NS;School of Defence;High;L293;x
1050015;Chief of Staff;Martin Grase;36;NS;School of Defence;High;L600;x
1050016;Chief of Army;Alexander von Falkenhausen;36;NS;Static Defence Doctrine;High;L293;x
1050017;Chief of Army;Martin Grase;36;NS;Static Defence Doctrine;High;L600;x
1050023;Chief of Army;Leon Degrelle;36;NS;Guns and Butter Doctrine;High;M1050023;x
1050018;Chief of Navy;Hermann von Fischel;36;NS;Decisive Naval Battle Doctrine;High;M1050018;x
1050019;Chief of Navy;Friedrich Rieve;36;NS;Decisive Naval Battle Doctrine;High;M1050019;x
1050020;Chief of Air Force;Hugo Sperrle;36;NS;Carpet Bombing Doctrine;High;M203;x
1050021;Chief of Air Force;Otto Dessloch;36;NS;Army Aviation Doctrine;High;L434;x
1050022;Chief of Air Force;Alexander Holle;36;NS;Army Aviation Doctrine;High;L624;x
