U44;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1035001;Head of State;Adolf Hitler;36;NS;Powerhungry Demagogue;High;M1;x
1035002;Head of State;Alfred Rosenberg;36;NS;Ruthless Powermonger;High;M1015002;x
1035003;Head of Government;Hans Frank;36;NS;Backroom Backstabber;High;M1035003;x
1035004;Head of Government;Josef Bühler;36;NS;Naive Optimist;Medium;M1035004;x
1035005;Head of Government;Ernst Boepple;36;NS;Naive Optimist;Medium;M1035005;x
1035006;Foreign Minister;Hans Frank;36;NS;Ideological Crusader;High;M1035003;x
1035007;Foreign Minister;Josef Bühler;36;NS;Ideological Crusader;Medium;M1035004;x
1035008;Minister of Armament;Hermann R. J. Senkowsky;36;NS;Resource Industrialist 2;High;M1035008;x
1035009;Minister of Armament;Theodor Bauder;36;NS;Resource Industrialist 2;High;M1035009;x
1035010;Minister of Armament;Max Frauendorfer;36;NS;Administrative Genius 2;High;M1035010;x
1035011;Minister of Armament;Johannes Krohn;36;NS;Corrupt Kleptocrat;High;M1035011;x
1035012;Minister of Armament;Friedrich W. Siebert;36;NS;Corrupt Kleptocrat;High;M1035012;x
1035013;Minister of Armament;Eberhard K. L. Westerkamp;36;NS;Resource Industrialist 2;High;M1035013;x
1035014;Minister of Security;Karl H. W. Koppe;36;NS;Crooked Kleptocrat;Medium;M1035014;x
1035015;Minister of Security;Friedrich-W. Krüger;36;NS;Crooked Kleptocrat;Medium;M1035015;x
1035016;Head of Military Intelligence;Karl H. W. Koppe;36;NS;Political Specialist;Medium;M1035014;x
1035017;Head of Military Intelligence;Friedrich-W. Krüger;36;NS;Political Specialist;Medium;M1035015;x
1035018;Head of Military Intelligence;Gerhard Winkler;36;NS;Political Specialist;Medium;M1035018;x
1035019;Chief of Staff;Johannes Blaskowitz;36;NS;School of Defence;High;L20;x
1035020;Chief of Staff;Curt Ludwig von Gienanth;36;NS;School of Defence;High;L813;x
1035021;Chief of Staff;Siegfried Haenicke;36;NS;School of Defence;High;M1035021;x
1035022;Chief of Army;Johannes Blaskowitz;36;NS;Static Defence Doctrine;High;L20;x
1035023;Chief of Army;Curt Ludwig von Gienanth;36;NS;Static Defence Doctrine;High;L813;x
1035024;Chief of Army;Siegfried Haenicke;36;NS;Static Defence Doctrine;High;M1035021;x
1035025;Chief of Navy;Rolf Carls;36;NS;Indirect Approach Doctrine;High;L384;x
1035026;Chief of Navy;Günther Guse;36;NS;Base Control Doctrine;High;L393;x
1035027;Chief of Navy;Hubert Schmundt;36;NS;Open Seas Doctrine;High;L1015032;x
1035028;Chief of Navy;Oskar Kummetz;36;NS;Base Control Doctrine;High;L401;x
1035029;Chief of Air Force;Hubert Weise;36;NS;Air Superiority Doctrine;High;L481;x
1035030;Chief of Air Force;Walter von Axthelm;36;NS;Air Superiority Doctrine;High;L273;x
1035031;Chief of Air Force;Richard Reimann;36;NS;Air Superiority Doctrine;High;M1035031;x
1035032;Chief of Air Force;Otto Dessloch;36;NS;Army Aviation Doctrine;High;L434;x
