U42;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1025001;Head of State;Adolf Hitler;36;NS;Powerhungry Demagogue;High;M1;x
1025002;Head of State;Alfred Rosenberg;36;NS;Ruthless Powermonger;High;M1015002;x
1025003;Head of Government;Arno Schickedanz;36;NS;Backroom Backstabber;High;M1025003;x
1025004;Foreign Minister;Arno Schickedanz;36;NS;Ideological Crusader;High;M1025003;x
1025005;Minister of Armament;Otto Bräutigam;36;NS;Resource Industrialist 2;High;M1025005;x
1025006;Minister of Security;Karl-Heinz Bürger;36;NS;Crooked Kleptocrat;Medium;M1025006;x
1025007;Minister of Security;Konstantin Kammerhofer;36;NS;Crooked Kleptocrat;Medium;M1025007;x
1025008;Minister of Security;Gerret Korsemann;36;NS;Back Stabber;Medium;M1025008;x
1025009;Minister of Security;Jürgen Stroop;36;NS;Crooked Kleptocrat;Medium;M1025009;x
1025010;Head of Military Intelligence;Karl-Heinz Bürger;36;NS;Political Specialist;Medium;M1025006;x
1025011;Head of Military Intelligence;Konstantin Kammerhofer;36;NS;Political Specialist;Medium;M1025007;x
1025012;Head of Military Intelligence;Gerret Korsemann;36;NS;Political Specialist;Medium;M1025008;x
1025013;Head of Military Intelligence;Jürgen Stroop;36;NS;Political Specialist;Medium;M1025009;x
1025014;Chief of Staff;Ewald von Kleist;36;NS;School of Defence;High;L310;x
1025015;Chief of Staff;Richard Ruoff;36;NS;School of Defence;High;L231;x
1025016;Chief of Army;Ewald von Kleist;36;NS;Static Defence Doctrine;High;L310;x
1025017;Chief of Army;Richard Ruoff;36;NS;Static Defence Doctrine;High;L231;x
1025018;Chief of Army;Jürgen Stroop;36;NS;Static Defence Doctrine;High;M1025009;x
1025023;Chief of Army;Hubert Lanz;36;NS;Guns and Butter Doctrine;High;L180;x
1025024;Chief of Army;Karl Eglseer;36;NS;Guns and Butter Doctrine;High;L548;x
1025019;Chief of Navy;Friedrich-Wilhelm Fleischer;36;NS;Decisive Naval Battle Doctrine;High;L848;x
1025020;Chief of Navy;Hans-Heinrich Wurmbach;36;NS;Decisive Naval Battle Doctrine;High;L896;x
1025021;Chief of Navy;Robert Witthoeft-Emden;36;NS;Open Seas Doctrine;High;M1020034;x
1025022;Chief of Navy;Gustav Kieseritzky;36;NS;Decisive Naval Battle Doctrine;High;L398;x
1025025;Chief of Navy;Helmuth Brinkmann;36;NS;Indirect Approach Doctrine;High;L380;x
1025026;Chief of Air Force;Otto Dessloch;36;NS;Army Aviation Doctrine;High;L434;x
