Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Assmann;1045001;U46;1930;1940;1990;1990;2;6;1024;2;0;5;1;L374;1930;1990;1990;x
Bachmann;1045002;U46;1930;1941;1942;1990;1;6;8192;3;0;5;1;L375;1930;1990;1990;x
Bey;1045003;U46;1940;1990;1990;1990;3;6;8192;2;0;5;1;L376;1940;1990;1990;x
von Bonin;1045004;U46;1930;1990;1990;1990;3;5;0;1;0;5;1;L378;1930;1990;1990;x
Bonte;1045005;U46;1930;1990;1990;1990;3;5;8192;1;0;5;1;L379;1930;1990;1990;x
Breuning;1045006;U46;1944;1990;1990;1990;3;6;1024;1;0;5;1;L381;1944;1990;1990;x
Burchardi;1045007;U46;1941;1943;1944;1990;3;7;4096;3;0;5;1;L382;1941;1990;1990;x
Coupette;1045008;U46;1930;1990;1990;1990;3;6;8704;1;0;5;1;L386;1930;1990;1990;x
Densch;1045009;U46;1930;1938;1940;1990;1;8;4096;3;0;5;1;L387;1930;1990;1990;x
Feldt;1045010;U46;1942;1990;1990;1990;3;5;0;1;0;5;1;L390;1942;1990;1990;x
Freiwald;1045011;U46;1944;1990;1990;1990;3;5;1024;1;0;5;1;L391;1944;1990;1990;x
Förste;1045012;U46;1939;1941;1943;1990;2;7;4096;3;0;5;1;L392;1939;1990;1990;x
Guse;1045013;U46;1930;1937;1940;1990;1;8;0;2;0;5;1;L393;1930;1990;1990;x
Götting;1045014;U46;1930;1937;1990;1990;2;5;0;2;0;5;1;L394;1930;1990;1990;x
Heye;1045015;U46;1942;1944;1990;1990;3;6;0;2;0;5;1;L395;1942;1990;1990;x
Hoffmann;1045016;U46;1942;1943;1990;1990;2;5;0;2;0;5;1;L396;1942;1990;1990;x
Kienast;1045017;U46;1942;1990;1990;1990;3;5;0;1;0;5;1;L397;1942;1990;1990;x
Kieseritzky;1045018;U46;1941;1942;1990;1990;2;7;4096;3;0;5;1;L398;1941;1990;1990;x
Kleikamp;1045019;U46;1942;1943;1990;1990;2;6;0;2;0;5;1;L399;1942;1990;1990;x
Krancke;1045020;U46;1941;1942;1943;1990;3;7;4096;3;0;5;1;L400;1941;1990;1990;x
Kummetz;1045021;U46;1940;1942;1943;1990;2;6;0;3;0;5;1;L401;1940;1990;1990;x
Lange;1045022;U46;1941;1943;1990;1990;2;5;0;2;0;5;1;L402;1941;1990;1990;x
Lietzmann;1045023;U46;1941;1943;1990;1990;2;5;0;2;0;5;1;L404;1941;1990;1990;x
Löwisch;1045024;U46;1941;1944;1990;1990;2;5;0;2;0;5;1;L405;1941;1990;1990;x
Meisel;1045025;U46;1942;1943;1944;1990;2;7;8192;3;0;5;1;L408;1942;1990;1990;x
Rogge;1045026;U46;1943;1945;1990;1990;3;6;1536;2;0;5;1;L410;1943;1990;1990;x
Rösing;1045027;U46;1942;1990;1990;1990;3;6;1024;1;0;5;1;L412;1942;1990;1990;x
Schirlitz;1045028;U46;1942;1943;1990;1990;2;6;0;2;0;5;1;L414;1942;1990;1990;x
Schubert;1045029;U46;1943;1990;1990;1990;3;5;0;1;0;5;1;L415;1943;1990;1990;x
Schuster;1045030;U46;1930;1938;1940;1990;2;6;0;3;0;5;1;L416;1930;1990;1990;x
Sobe;1045031;U46;1938;1990;1990;1990;3;7;1024;1;0;5;1;L417;1938;1990;1990;x
Stange;1045032;U46;1943;1945;1990;1990;2;5;0;2;0;5;1;L418;1943;1990;1990;x
von Arnauld de la Periere;1045033;U46;1940;1940;1990;1990;2;5;0;2;0;5;1;L420;1940;1990;1990;x
von Friedeburg;1045034;U46;1942;1943;1944;1945;2;8;1024;4;0;5;1;L421;1942;1990;1990;x
von Puttkamer;1045035;U46;1943;1990;1990;1990;3;4;0;1;0;5;1;L422;1943;1990;1990;x
von Stosch;1045036;U46;1939;1941;1990;1990;2;8;1024;2;0;5;1;L423;1939;1990;1990;x
Weyher;1045037;U46;1945;1990;1990;1990;3;6;0;1;0;5;1;L424;1945;1990;1990;x
Witzell;1045038;U46;1930;1930;1937;1941;1;6;0;3;0;5;1;L425;1930;1990;1990;x
Bieneck;1045039;U46;1938;1940;1941;1990;1;6;0;3;0;5;2;L426;1940;1990;1990;x
Bormann;1045040;U46;1944;1990;1990;1990;3;5;0;1;0;5;2;L429;1944;1990;1990;x
Bruch;1045041;U46;1939;1940;1990;1990;2;6;131072;2;0;5;2;L430;1939;1990;1990;x
Carlsen;1045042;U46;1939;1940;1990;1990;3;5;0;2;0;5;2;L432;1939;1990;1990;x
Dinort;1045043;U46;1945;1990;1990;1990;3;6;16384;1;0;5;2;L435;1945;1990;1990;x
Geisler;1045044;U46;1937;1939;1940;1990;2;6;131072;3;0;5;2;L438;1937;1990;1990;x
Grauert;1045045;U46;1930;1938;1940;1990;1;7;16384;3;0;5;2;L439;1930;1990;1990;x
Harlinghausen;1045046;U46;1942;1944;1990;1990;2;6;0;2;0;5;2;L441;1942;1990;1990;x
Hartmann;1045047;U46;1945;1990;1990;1990;3;6;131072;1;0;5;2;L442;1945;1990;1990;x
Heilmann;1045048;U46;1944;1990;1990;1990;3;6;0;1;0;5;2;L443;1944;1990;1990;x
Hoffmann von Waldau;1045049;U46;1940;1942;1990;1990;2;6;16384;2;0;5;2;L444;1940;1990;1990;x
Huth;1045050;U46;1943;1944;1990;1990;2;6;4096;2;0;5;2;L446;1943;1990;1990;x
Kastner-Kirdorf;1045051;U46;1938;1940;1941;1990;2;6;0;3;0;5;2;L449;1938;1990;1990;x
Krause;1045052;U46;1944;1990;1990;1990;3;5;131072;1;0;5;2;L453;1944;1990;1990;x
Mayer  E.;1045053;U46;1942;1990;1990;1990;3;6;0;1;0;5;2;L455;1942;1990;1990;x
Morzik;1045054;U46;1943;1990;1990;1990;3;5;0;1;0;5;2;L457;1943;1990;1990;x
Musshoff;1045055;U46;1939;1940;1990;1990;2;5;0;2;0;5;2;L459;1939;1990;1990;x
Putzier;1045056;U46;1939;1941;1942;1990;2;6;0;3;0;5;2;L463;1939;1990;1990;x
Reuss;1045057;U46;1944;1990;1990;1990;3;5;4096;1;0;5;2;L837;1944;1990;1990;x
Rüdel;1045058;U46;1930;1937;1941;1990;2;6;0;3;0;5;2;L465;1930;1990;1990;x
Schmaltz;1045059;U46;1940;1942;1990;1990;2;5;0;2;0;5;2;L466;1940;1990;1990;x
Schultz;1045060;U46;1939;1940;1990;1990;3;5;0;2;0;5;2;L468;1939;1990;1990;x
