Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Amedeo di Savoia-Aosta;6800;U18;1930;1930;1937;1990;1;5;2;1;0;4;0;L6004;1930;1942;1942;x
Bonacorsi;6801;U18;1930;1990;1990;1990;3;2;0;0;0;5;0;L6017;1930;1990;1990;x
de Simone;6802;U18;1937;1945;1990;1990;3;4;128;1;0;5;0;L6406;1937;1990;1990;x
Fongoli;6803;U18;1940;1990;1990;1990;3;5;0;1;0;5;0;L6408;1940;1990;1990;x
Frusci;6804;U18;1930;1938;1990;1990;2;5;1;1;0;3;0;L6073;1930;1949;1949;x
Gazzera;6805;U18;1930;1930;1930;1990;1;4;514;1;0;5;0;L6025;1930;1990;1990;x
Lorenzini;6806;U18;1937;1990;1990;1990;3;5;2;1;0;4;0;L6093;1937;1990;1990;x
Maraventano;6807;U18;1940;1990;1990;1990;3;4;0;1;0;5;0;L6409;1940;1990;1990;x
Nasi;6808;U18;1930;1930;1939;1990;1;4;1;2;0;5;0;L6108;1930;1990;1990;x
Pesenti;6809;U18;1930;1937;1990;1990;3;4;8;1;0;4;0;L6374;1930;1941;1941;x
Rean;6810;U18;1940;1990;1990;1990;3;3;8;1;0;5;0;L6410;1940;1990;1990;x
Rizzo;6811;U18;1940;1990;1990;1990;3;5;0;1;0;5;0;L6411;1940;1990;1990;x
Scala;6812;U18;1930;1938;1990;1990;2;4;0;1;0;5;0;L6397;1930;1990;1990;x
Tessitore;6813;U18;1930;1990;1990;1990;3;4;512;1;0;5;0;L6127;1930;1943;1943;x
Trezzani;6814;U18;1930;1938;1941;1990;1;5;4;1;0;4;0;L6138;1930;1990;1990;x
Volpini;6815;U18;1930;1990;1990;1990;3;3;0;1;0;5;0;L6148;1930;1990;1990;x
Balsamo;6816;U18;1939;1942;1990;1990;2;4;0;1;0;4;1;L6203;1939;1990;1990;x
Spagone;6817;U18;1940;1990;1990;1990;3;4;1024;0;0;5;1;L6292;1940;1990;1990;x
Pezzi M.;6818;U18;1942;1945;1990;1990;2;5;0;1;0;3;2;L6459;1942;1990;1990;x
Piacentini;6819;U18;1940;1944;1990;1990;2;5;8192;2;0;4;2;L6331;1940;1990;1990;x
Pinna Parpaglia;6820;U18;1930;1930;1930;1990;1;5;0;2;0;3;2;L6461;1930;1990;1990;x
Sabatini;6821;U18;1930;1940;1990;1990;2;4;0;1;0;3;2;L6465;1930;1990;1990;x
