Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Bahadur Kohoon of Jaisalmer;840001;U05;1930;1930;1990;1990;2;2;0;0;0;5;0;L505006;1930;1990;1990;x
Bahadur Aly of Patiala;840002;U05;1930;1990;1990;1990;3;2;0;0;0;5;0;L505007;1930;1990;1990;x
Ahmad Ali of Malerjotla;840003;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505178;1930;1990;1990;x
Ali Jah of Gwalior;840004;U05;1930;1940;1990;1990;2;6;64;1;0;5;0;L505179;1930;1990;1990;x
Anandrao IV. of Dhar;840005;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505180;1930;1990;1990;x
Badur of Bharatpur;840006;U05;1938;1990;1990;1990;3;3;0;0;0;5;0;L505181;1938;1990;1990;x
Bhupindher Singh of Patiala;840007;U05;1930;1930;1990;1990;2;3;0;1;0;5;0;L505182;1930;1990;1990;x
Brijendra of Bharatpur;840008;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505183;1930;1990;1990;x
Deb Barman of Tripura;840009;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505184;1930;1990;1990;x
Desai of Savantwadi;840010;U05;1930;1990;1990;1990;3;6;513;1;0;5;0;L505185;1930;1990;1990;x
Digvijaysinhji of Nawanagar;840011;U05;1930;1930;1990;1990;2;4;0;1;0;5;0;L505186;1930;1990;1990;x
Fakhr of Jaora;840012;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505187;1930;1990;1990;x
Farzand of Baroda;840013;U05;1930;1990;1990;1990;3;4;1;1;0;5;0;L505188;1930;1990;1990;x
H.E.H. Rustam of Hyderabad;840014;U05;1930;1930;1930;1990;1;3;0;1;0;5;0;L505189;1930;1990;1990;x
Himatsinhji of Idar;840015;U05;1930;1990;1990;1990;3;2;0;0;0;5;0;L505190;1930;1990;1990;x
Jagatdipredra of Cooch Bihar;840016;U05;1930;1990;1990;1990;3;3;2;0;0;5;0;L505191;1930;1990;1990;x
Jagatjit Singh of Kapurthala;840017;U05;1930;1990;1990;1990;3;4;1;0;0;5;0;L505192;1930;1990;1990;x
Kshatriya of Dewas;840018;U05;1930;1990;1990;1990;3;2;0;0;0;5;0;L505193;1930;1990;1990;x
Mirza III. of Cutch;840019;U05;1930;1990;1990;1990;3;3;1;0;0;5;0;L505194;1930;1990;1990;x
Mirza IV. of Cutch;840020;U05;1942;1990;1990;1990;3;3;32;0;0;5;0;L505195;1942;1990;1990;x
Mustaid Jang of Rampur;840021;U05;1939;1990;1990;1990;3;4;0;0;0;5;0;L505196;1939;1990;1990;x
Rajaram II of Kolhapur;840022;U05;1930;1990;1990;1990;3;4;16;0;0;5;0;L505197;1930;1990;1990;x
Rama Varma II of Travancore;840023;U05;1930;1990;1990;1990;3;4;4;0;0;5;0;L505198;1930;1990;1990;x
Rishi of Alwar;840024;U05;1945;1990;1990;1990;3;4;8;0;0;5;0;L505199;1945;1990;1990;x
Sawai of Alwar;840025;U05;1930;1990;1990;1990;3;2;0;0;0;5;0;L505200;1930;1990;1990;x
Shabeg Singh;840026;U05;1942;1944;1947;1990;1;6;5;3;0;5;0;L505201;1942;1990;1990;x
Sidi of Sachin;840027;U05;1930;1990;1990;1990;3;3;16;0;0;5;0;L505202;1930;1990;1990;x
Sikhander of Bhopal;840028;U05;1930;1990;1990;1990;3;4;64;0;0;5;0;L505203;1930;1990;1990;x
Tukorijao III. of Dewas;840029;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505204;1930;1990;1990;x
Umaid of Jodhpur;840030;U05;1930;1930;1990;1990;2;5;64;0;0;5;0;L505205;1930;1990;1990;x
Wodeyar IV. of Mysore;840031;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505206;1930;1990;1990;x
Wodeyar V. of Mysore;840032;U05;1940;1990;1990;1990;3;3;2;0;0;5;0;L505207;1940;1990;1990;x
Yadavindra Singh of Patiala;840033;U05;1938;1943;1990;1990;2;4;0;1;0;5;0;L505208;1938;1990;1990;x
Zubdat of Palanpur;840034;U05;1930;1990;1990;1990;3;3;0;0;0;5;0;L505209;1930;1990;1990;x
Berthon;840035;U05;1940;1990;1990;1990;3;3;0;0;0;5;1;L310013;1940;1990;1990;x
Raol III of Bhavnagar;840036;U05;1930;1990;1990;1990;3;4;8192;0;0;5;1;L505210;1930;1990;1990;x
Chatterjee;840037;U05;1942;1945;1947;1990;2;4;0;2;0;5;1;L505090;1942;1990;1990;x
Choudri;840038;U05;1944;1946;1990;1990;2;3;0;1;0;5;1;L505091;1944;1990;1990;x
Claydon;840039;U05;1930;1940;1990;1990;2;3;0;1;0;5;1;L310014;1930;1990;1990;x
Collins;840040;U05;1940;1990;1990;1990;3;4;0;0;0;5;1;L410013;1940;1990;1990;x
Dass Katari;840041;U05;1940;1943;1946;1990;2;4;0;2;0;5;1;L505095;1940;1990;1990;x
Gould;840042;U05;1940;1990;1990;1990;3;4;1024;0;0;5;1;L460013;1940;1990;1990;x
Harinder Singh;840043;U05;1945;1990;1990;1990;3;3;0;0;0;5;1;L505099;1945;1990;1990;x
Jefford;840044;U05;1943;1945;1990;1990;3;4;4096;1;0;5;1;L505102;1943;1990;1990;x
Leaf;840045;U05;1943;1946;1990;1990;3;4;0;1;0;5;1;L310015;1943;1990;1990;x
Nanda;840046;U05;1943;1945;1946;1990;2;4;0;2;0;5;1;L505106;1943;1990;1990;x
Soman;840047;U05;1945;1947;1990;1990;3;3;1024;1;0;5;1;L505114;1945;1990;1990;x
Trelawny;840048;U05;1930;1939;1942;1990;2;4;0;2;0;5;1;L320016;1930;1990;1990;x
Ahsan;840049;U05;1945;1990;1990;1990;3;3;1024;0;0;5;1;L505000;1945;1990;1990;x
Hanwanth of Jodhpur;840050;U05;1938;1990;1990;1990;3;4;4096;0;0;5;2;L505211;1938;1990;1990;x
Kishore of Tripura;840051;U05;1942;1990;1990;1990;3;3;0;0;0;5;2;L505212;1942;1990;1990;x
Alam;840052;U05;1946;1990;1990;1990;3;5;4096;0;0;5;2;L505123;1946;1990;1990;x
Ali Mir;840053;U05;1943;1947;1990;1990;3;4;0;1;0;5;2;L505124;1943;1990;1990;x
Andrade;840054;U05;1944;1990;1990;1990;3;4;0;0;0;5;2;L505003;1944;1990;1990;x
Arjan Singh;840055;U05;1946;1990;1990;1990;3;3;65536;0;0;5;2;L505126;1946;1990;1990;x
Barr;840056;U05;1940;1990;1990;1990;3;4;4096;0;0;5;2;L460017;1940;1990;1990;x
Collett;840057;U05;1940;1990;1990;1990;3;4;16384;1;0;5;2;L460018;1940;1990;1990;x
Collins;840058;U05;1940;1990;1990;1990;3;3;131072;0;0;5;2;L410015;1940;1990;1990;x
Darshan Singh;840059;U05;1941;1945;1990;1990;3;4;32768;1;0;5;2;L505135;1941;1990;1990;x
Dewan;840060;U05;1944;1990;1990;1990;3;4;4096;0;0;5;2;L505136;1944;1990;1990;x
Engineer;840061;U05;1941;1943;1945;1990;2;5;8192;2;0;5;2;L505138;1941;1990;1990;x
Gill;840062;U05;1943;1946;1990;1990;2;4;16384;1;0;5;2;L505142;1943;1990;1990;x
Leaf;840063;U05;1943;1946;1990;1990;3;4;131072;1;0;5;2;L310018;1943;1990;1990;x
Martin;840064;U05;1930;1990;1990;1990;3;3;0;0;0;5;2;L310019;1930;1990;1990;x
Moolgavkar;840065;U05;1947;1990;1990;1990;3;3;0;0;0;5;2;L505148;1947;1990;1990;x
Mukerjee;840066;U05;1945;1990;1990;1990;3;3;0;0;0;5;2;L505062;1945;1990;1990;x
Narendra;840067;U05;1945;1990;1990;1990;3;3;0;0;0;5;2;L505150;1945;1990;1990;x
Rafiqui;840068;U05;1941;1990;1990;1990;3;3;4096;0;0;5;2;L505151;1941;1990;1990;x
