Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Aung San;860001;BUR;1930;1939;1941;1990;1;5;17;3;0;5;0;L563001;1930;1990;1990;x
Ba Gyi;860002;BUR;1938;1940;1990;1990;2;4;17;1;0;5;0;L563002;1938;1990;1990;x
Htunyin Nawngwawn;860003;BUR;1940;1990;1990;1990;3;4;16;0;0;5;0;L563007;1940;1990;1990;x
Khun Sa;860004;BUR;1930;1940;1945;1990;1;4;16;2;0;5;0;M563039;1930;1990;1990;x
Khunserk Mangrai;860005;BUR;1938;1990;1990;1990;3;5;16;0;0;5;0;L563009;1938;1990;1990;x
Kyi Aung;860006;BUR;1945;1990;1990;1990;3;2;2;0;0;5;0;L563010;1945;1990;1990;x
Lun Thi;860007;BUR;1944;1990;1990;1990;3;3;32;0;0;5;0;L563011;1944;1990;1990;x
Maung Khin;860008;BUR;1941;1990;1990;1990;3;4;4;0;0;5;0;M563040;1941;1990;1990;x
Maung Thein;860009;BUR;1944;1990;1990;1990;3;3;4;0;0;5;0;L563013;1944;1990;1990;x
Mya Bo;860010;BUR;1930;1943;1990;1990;2;5;272;2;0;5;0;M563038;1930;1990;1990;x
Myint Swe;860011;BUR;1943;1946;1990;1990;2;4;0;1;0;5;0;L563016;1943;1990;1990;x
Ne Win;860012;BUR;1939;1944;1947;1990;2;6;1;2;0;5;0;L101130;1939;1990;1990;x
Nyunt Tin;860013;BUR;1945;1990;1990;1990;3;2;128;0;0;5;0;L563018;1945;1990;1990;x
Ohn Myint;860014;BUR;1944;1990;1990;1990;3;3;64;0;0;5;0;L563019;1944;1990;1990;x
Pyi Sone;860015;BUR;1943;1945;1990;1990;2;3;128;1;0;5;0;L563020;1943;1990;1990;x
Sai Hla;860016;BUR;1940;1990;1990;1990;3;3;16;0;0;5;0;L563021;1940;1990;1990;x
Saw Oo;860017;BUR;1939;1943;1990;1990;2;4;18;1;0;5;0;M563022;1939;1990;1990;x
Saw Tun;860018;BUR;1944;1990;1990;1990;3;3;0;0;0;5;0;L563023;1944;1990;1990;x
Sein Htwa;860019;BUR;1945;1990;1990;1990;3;2;0;0;0;5;0;L563024;1945;1990;1990;x
Thaik Tun;860020;BUR;1940;1945;1990;1990;2;3;256;1;0;5;0;M563019;1940;1990;1990;x
Than Shwe;860021;BUR;1943;1945;1947;1990;1;5;1;2;0;5;0;L563027;1943;1990;1990;x
Thapa;860022;BUR;1930;1990;1990;1990;3;5;256;0;0;5;0;L563028;1930;1990;1990;x
Thein Nyunt;860023;BUR;1944;1946;1990;1990;2;4;0;1;0;5;0;L563029;1944;1990;1990;x
Tin Hlaing;860024;BUR;1945;1990;1990;1990;3;2;0;0;0;5;0;L563030;1945;1990;1990;x
Tin Htut;860025;BUR;1944;1990;1990;1990;3;3;1;0;0;5;0;L563031;1944;1990;1990;x
Wing Maun;860026;BUR;1938;1944;1990;1990;2;4;16;1;0;5;0;M563028;1938;1990;1990;x
Soe Buu;860027;BUR;1930;1940;1990;1990;2;3;1024;1;0;5;1;M563015;1930;1990;1990;x
Thaw Ka;860028;BUR;1939;1990;1990;1990;3;2;2048;0;0;5;1;M563048;1939;1990;1990;x
Aik Luk;860029;BUR;1942;1990;1990;1990;3;3;4096;0;0;5;2;M563051;1942;1990;1990;x
Thaik Tun;860030;BUR;1940;1945;1990;1990;2;3;0;1;0;5;2;M563019;1940;1990;1990;x
Tin Tun;860031;BUR;1942;1990;1990;1990;3;3;32768;0;0;5;2;M563052;1942;1990;1990;x
