Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Alfieri;1700;U02;1942;1990;1990;1990;3;4;1;1;0;5;0;L1700;1942;1990;1990;x
Baird;1701;U02;1930;1930;1930;1990;1;5;513;2;0;5;0;L1701;1930;1941;1941;x
Bateman;1702;U02;1942;1990;1990;1990;3;5;0;1;0;5;0;L1702;1942;1990;1990;x
Beanland;1704;U02;1944;1990;1990;1990;3;4;1;1;0;5;0;L1704;1944;1990;1990;x
Blaxland;1703;U02;1942;1943;1990;1990;2;5;0;2;0;5;0;L1703;1942;1990;1990;x
Boucher;1705;U02;1945;1990;1990;1990;3;6;256;2;0;5;0;L1705;1945;1990;1990;x
Briggs  H.R.;1706;U02;1942;1946;1990;1990;2;7;4;3;0;5;0;L1706;1942;1990;1990;x
Brind;1760;U02;1930;1930;1937;1990;1;5;515;2;0;5;0;L1760;1930;1942;1942;x
Bruce;1707;U02;1942;1990;1990;1990;3;5;4;1;0;5;0;L1707;1942;1990;1990;x
Bucher;1708;U02;1942;1946;1948;1990;1;6;5;2;0;5;0;L1708;1942;1990;1990;x
Burch;1709;U02;1942;1990;1990;1990;3;5;0;1;0;5;0;L1703;1942;1990;1990;x
Cassels  R.A.;1710;U02;1930;1930;1930;1990;1;6;517;2;0;5;0;L1710;1930;1942;1942;x
Conner;1711;U02;1943;1990;1990;1990;3;4;0;1;0;5;0;L1711;1943;1990;1990;x
Cowan;1712;U02;1943;1990;1990;1990;3;6;4;2;0;5;0;L1712;1943;1990;1990;x
Crowther;1713;U02;1945;1990;1990;1990;3;6;0;2;0;5;0;L1713;1945;1990;1990;x
Curtis A.C.;1714;U02;1943;1990;1990;1990;3;5;0;2;0;5;0;L1714;1943;1990;1990;x
de Burgh;1715;U02;1930;1938;1939;1990;1;5;5;2;0;5;0;L1715;1930;1942;1942;x
Denholm-Young;1716;U02;1944;1990;1990;1990;3;4;1;1;0;5;0;L1716;1944;1990;1990;x
Dimoline;1717;U02;1944;1990;1990;1990;3;5;64;1;0;5;0;L1717;1944;1990;1990;x
Dinwiddie;1718;U02;1944;1990;1990;1990;3;4;0;1;0;5;0;L1718;1944;1990;1990;x
Fletcher;1719;U02;1941;1990;1990;1990;3;5;1;1;0;5;0;L1719;1941;1990;1990;x
Flewett;1720;U02;1945;1990;1990;1990;3;5;0;1;0;5;0;L1720;1945;1990;1990;x
Fraser;1721;U02;1941;1990;1990;1990;3;5;5;1;0;5;0;L1721;1941;1945;1945;x
Goddard;1722;U02;1942;1947;1990;1990;3;5;1;1;0;5;0;L1722;1942;1990;1990;x
Gracey;1758;U02;1942;1946;1990;1990;2;7;20;2;0;5;0;L1758;1942;1990;1990;x
Grimshaw;1723;U02;1945;1990;1990;1990;3;5;4;1;0;5;0;L1723;1945;1990;1990;x
Hammond;1724;U02;1943;1990;1990;1990;3;5;0;2;0;5;0;L1724;1943;1990;1990;x
Hartley;1761;U02;1930;1937;1940;1990;1;5;4;2;0;5;0;L1761;1930;1944;1944;x
Haughton;1725;U02;1930;1990;1990;1990;3;5;0;2;0;5;0;L1725;1930;1944;1944;x
Haylock;1726;U02;1946;1990;1990;1990;3;4;1;1;0;5;0;L1726;1946;1990;1990;x
Heath;1727;U02;1939;1941;1990;1990;2;5;1;2;0;5;0;L1727;1939;1990;1990;x
Holworthy;1728;U02;1943;1990;1990;1990;3;5;0;2;0;5;0;L1728;1943;1990;1990;x
Hutton  R.A.;1729;U02;1942;1990;1990;1990;3;5;0;1;0;5;0;L1729;1942;1990;1990;x
Jones;1757;U02;1943;1990;1990;1990;3;4;0;1;0;5;0;L1757;1943;1990;1990;x
Langran;1730;U02;1942;1990;1990;1990;3;5;0;1;0;5;0;L1730;1942;1990;1990;x
Le Fleming;1731;U02;1941;1990;1990;1990;3;5;0;1;0;5;0;L1731;1941;1990;1990;x
Lentaigne;1732;U02;1944;1990;1990;1990;3;6;5;2;0;5;0;L1732;1944;1990;1990;x
Lloyd;1733;U02;1941;1990;1990;1990;3;5;0;2;0;5;0;L1733;1941;1944;1944;x
Lockhart;1763;U02;1941;1945;1947;1990;1;6;0;2;0;5;0;L1763;1941;1990;1990;x
Loftus-Tottenham;1734;U02;1944;1990;1990;1990;3;6;256;1;0;5;0;L1734;1944;1990;1990;x
Lovett;1735;U02;1945;1990;1990;1990;3;6;4;2;0;5;0;L1735;1945;1990;1990;x
Maltby;1736;U02;1941;1990;1990;1990;3;5;1;2;0;5;0;L1736;1941;1990;1990;x
Mayne;1759;U02;1941;1942;1944;1990;1;6;4;2;0;5;0;L1759;1941;1990;1990;x
Messervy;1737;U02;1941;1944;1990;1990;2;7;128;3;0;5;0;L1737;1941;1990;1990;x
Murray-Lyon;1738;U02;1940;1990;1990;1990;3;5;4;1;0;5;0;L1738;1940;1990;1990;x
Pitt-Taylor;1765;U02;1930;1930;1930;1990;1;6;512;3;0;5;0;L1765;1930;1939;1939;x
Quinan;1740;U02;1937;1941;1942;1990;1;6;0;3;0;5;0;L1740;1937;1944;1944;x
Rees;1739;U02;1942;1990;1990;1990;3;6;5;2;0;5;0;L1739;1942;1990;1990;x
Reid;1741;U02;1944;1990;1990;1990;3;6;4;2;0;5;0;L1741;1944;1990;1990;x
Richardson;1742;U02;1945;1990;1990;1990;3;4;1;1;0;5;0;L1742;1945;1990;1990;x
