Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Braemer;1015001;U40;1943;1944;1990;1990;2;5;0;2;0;5;0;L1015001;1930;1990;1990;x
Boege;1015002;U40;1942;1944;1990;1990;3;6;0;2;0;5;0;L24;1942;1990;1990;x
Friessner;1015003;U40;1940;1942;1944;1990;2;6;4;3;0;5;0;L75;1930;1990;1990;x
Gollnick;1015004;U40;1941;1943;1990;1990;2;5;1;2;0;5;0;L87;1941;1990;1990;x
Grasser;1015005;U40;1942;1944;1945;1946;1;8;6;4;0;5;0;L601;1942;1990;1990;x
Hansen C.;1015006;U40;1930;1938;1940;1990;2;6;0;3;0;5;0;L117;1930;1990;1990;x
Hilpert;1015007;U40;1939;1940;1945;1990;2;7;4;3;0;5;0;L137;1930;1990;1990;x
Kempf;1015008;U40;1938;1940;1990;1990;2;6;128;2;0;5;0;L155;1944;1990;1990;x
Kleffel;1015009;U40;1939;1941;1990;1990;3;6;516;2;0;5;0;L163;1930;1990;1990;x
Krüger W.;1015010;U40;1941;1942;1944;1990;2;6;128;3;0;5;0;L173;1941;1990;1990;x
Laux;1015011;U40;1939;1941;1990;1990;2;5;2;2;0;5;0;L182;1930;1990;1990;x
Lindemann;1015012;U40;1930;1938;1942;1990;1;7;0;3;0;5;0;L188;1930;1990;1990;x
Loch;1015013;U40;1937;1940;1990;1990;2;5;2;2;0;5;0;L190;1930;1990;1990;x
Matzky;1015014;U40;1941;1943;1990;1990;2;5;1;2;0;5;0;L196;1941;1990;1990;x
Rendulic;1015015;U40;1939;1941;1944;1990;2;8;128;4;0;5;0;L568;1930;1990;1990;x
Schörner;1015016;U40;1938;1940;1944;1945;2;8;259;4;0;5;0;L249;1930;1990;1990;x
Sponheimer;1015017;U40;1939;1941;1990;1990;2;7;10;2;0;5;0;L633;1930;1990;1990;x
Volckamer von Kirchensittenbach;1015018;U40;1942;1943;1945;1990;3;6;256;3;0;5;0;L270;1942;1990;1990;x
von Pfeffer-Wildenbruch;1015019;U40;1939;1940;1943;1990;2;6;4;3;0;5;0;L538;1930;1990;1990;x
von Krosigk;1015020;U40;1943;1944;1990;1990;2;5;0;2;0;5;0;L313;1943;1990;1990;x
von Falkenstein;1015021;U40;1943;1990;1990;1990;3;6;20480;1;0;5;2;L627;1943;1990;1990;x
Harmjanz;1015022;U40;1939;1940;1942;1990;1;6;0;3;0;5;2;L918;1930;1990;1990;x
Keller;1015023;U40;1930;1938;1940;1990;1;7;20480;3;0;5;2;L450;1930;1990;1990;x
Korten;1015024;U40;1940;1942;1944;1990;2;7;16384;3;0;5;2;L644;1930;1990;1990;x
Pflugbeil;1015025;U40;1939;1940;1942;1990;2;6;8192;3;0;5;2;L462;1930;1990;1990;x
Schulz;1015026;U40;1939;1940;1942;1990;1;6;0;3;0;5;2;L945;1930;1990;1990;x
Burchardi;1015027;U40;1941;1943;1944;1990;3;7;4096;3;0;5;1;L382;1941;1990;1990;x
Carls;1015028;U40;1930;1937;1938;1940;1;7;2560;4;0;3;1;L384;1930;1990;1990;x
Engelhardt;1015029;U40;1942;1943;1990;1990;2;5;0;2;0;5;1;L1015029;1930;1990;1990;x
Guse;1015030;U40;1930;1937;1940;1990;1;8;0;2;0;5;1;L393;1930;1990;1990;x
Kummetz;1015031;U40;1940;1942;1943;1990;2;6;0;3;0;5;1;L401;1930;1990;1990;x
Schmundt;1015032;U40;1936;1942;1990;1990;2;5;0;2;0;5;1;L1015032;1930;1990;1990;x
