Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Abe N.;950000;U00;1937;1939;1990;1990;3;4;0;1;0;5;0;L101000;1937;1990;1990;x
Akashiba;950001;U00;1939;1941;1990;1990;2;5;0;2;0;5;0;L101009;1939;1990;1990;x
Amakasu;950002;U00;1930;1938;1990;1990;2;5;0;2;0;5;0;L101003;1930;1943;1943;x
Amamiya;950003;U00;1940;1943;1990;1990;3;5;0;2;0;5;0;L101006;1940;1990;1990;x
Anami;950004;U00;1930;1938;1943;1990;1;5;1;2;0;5;0;L101007;1930;1990;1990;x
Ando Rin.;950005;U00;1930;1938;1990;1990;3;4;64;1;0;5;0;L101022;1930;1940;1940;x
Arisue S.;950006;U00;1941;1945;1990;1990;3;5;0;1;0;5;0;L101012;1941;1990;1990;x
Asaka;950007;U00;1930;1930;1939;1990;1;6;4;2;0;5;0;L101014;1930;1990;1990;x
Banzai;950008;U00;1938;1941;1990;1990;2;5;0;2;0;5;0;L101560;1938;1990;1990;x
Doi;950009;U00;1942;1945;1990;1990;3;4;0;1;0;5;0;L101011;1942;1990;1990;x
Doihara;950010;U00;1930;1930;1941;1990;1;6;0;3;0;5;0;L101021;1930;1990;1990;x
Fujie;950011;U00;1930;1937;1943;1990;1;6;64;2;0;5;0;L101023;1930;1990;1990;x
Fujimuro;950012;U00;1940;1990;1990;1990;3;4;0;1;0;5;0;L101031;1940;1943;1943;x
Fujita Sh.;950013;U00;1941;1945;1990;1990;3;5;4;1;0;5;0;L101015;1941;1990;1990;x
Fujita Su.;950014;U00;1930;1930;1990;1990;2;5;0;2;0;5;0;L101019;1930;1990;1990;x
Fukui;950015;U00;1939;1990;1990;1990;3;4;0;1;0;5;0;L101026;1939;1990;1990;x
Furusho;950016;U00;1930;1930;1939;1990;1;6;0;3;0;5;0;L101265;1930;1940;1940;x
Fuse;950017;U00;1941;1990;1990;1990;3;5;1;1;0;5;0;L101090;1941;1990;1990;x
Goto;950018;U00;1937;1990;1990;1990;3;4;0;1;0;5;0;L101032;1937;1990;1990;x
Hara;950019;U00;1940;1943;1990;1990;3;5;128;1;0;5;0;L101263;1940;1990;1990;x
Hashimoto;950020;U00;1930;1990;1990;1990;3;5;1;1;0;5;0;L101264;1930;1940;1940;x
