Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Armand;820001;U14;1943;1990;1990;1990;3;4;1;1;0;4;0;L24002;1943;1944;1999;x
Arnaud;820002;U14;1939;1990;1990;1990;3;3;2;1;0;4;0;L24004;1939;1964;1999;x
Aymé;820003;U14;1930;1943;1946;1990;3;4;0;3;0;3;0;L24006;1940;1960;1999;x
Bethouart;820004;U14;1940;1942;1943;1990;1;6;260;3;0;5;0;L24011;1940;1960;1999;x
Bingen;820005;U14;1942;1990;1990;1990;3;5;64;1;0;5;0;L24013;1942;1944;1999;x
Blanchard;820006;U14;1930;1930;1990;1990;2;4;2;1;0;4;0;L24015;1940;1960;1999;x
Blanchet;820007;U14;1943;1946;1990;1990;3;4;4;2;0;4;0;L24016;1941;1960;1999;x
Bourges-Maunory;820008;U14;1944;1947;1990;1990;3;3;32;2;0;3;0;L24019;1942;1947;1999;x
Brosset;820009;U14;1942;1943;1990;1990;2;5;4;2;0;5;0;L24023;1940;1964;1999;x
Camerini;820010;U14;1946;1990;1990;1990;3;4;256;1;0;5;0;L24026;1940;1990;1999;x
Catroux;820011;U14;1939;1941;1943;1947;2;6;0;4;0;4;0;L24029;1940;1960;1999;x
Chaban-Delmas;820012;U14;1944;1990;1990;1990;3;3;1;1;0;5;0;L24030;1944;1960;1999;x
Chevillon;820013;U14;1942;1946;1990;1990;3;5;1;2;0;5;0;L24032;1940;1960;1999;x
Collet;820014;U14;1941;1944;1990;1990;3;6;257;2;0;5;0;L24033;1941;1945;1999;x
Colson;820015;U14;1930;1930;1930;1990;1;5;2;2;0;2;0;L24034;1941;1960;1999;x
Crepin-Artu;820016;U14;1943;1990;1990;1990;3;5;4;1;0;4;0;L24038;1940;1960;1999;x
d'Harcourt;820017;U14;1943;1990;1990;1990;3;4;256;1;0;4;0;L24040;1940;1960;1999;x
de Bazelaire de Ruppiere;820018;U14;1930;1938;1990;1990;2;4;513;2;0;4;0;L24041;1940;1960;1999;x
[od]de Benouville;820019;U14;1944;1990;1990;1990;3;5;4;1;0;5;0;L24042;1941;1960;1999;x
de Corta;820020;U14;1938;1990;1990;1990;3;3;1;1;0;3;0;L24044;1940;1960;1999;x
de Cugis;820021;U14;1944;1990;1990;1990;3;3;32;1;0;5;0;L24045;1940;1960;1999;x
de Gaulle;820022;U14;1939;1940;1940;1940;0;8;132;3;0;5;0;L24047;1940;1960;1999;x
de Guillebon;820023;U14;1944;1990;1990;1990;3;4;1;1;0;5;0;L24048;1940;1990;1999;x
de Larminat;820024;U14;1941;1942;1943;1990;1;5;5;3;0;5;0;L24051;1940;1960;1999;x
de Roux;820025;U14;1938;1990;1990;1990;3;5;0;1;0;5;0;L24052;1940;1960;1999;x
Dejussieu-Pontcarel;820026;U14;1944;1946;1990;1990;3;5;2;2;0;4;0;L24057;1940;1960;1999;x
Delestraint;820027;U14;1930;1939;1990;1990;2;4;128;2;0;5;0;L24058;1942;1960;1999;x
Dio;820028;U14;1941;1990;1990;1990;3;6;257;1;0;5;0;L24061;1940;1944;1999;x
Dubuisson;820029;U14;1930;1930;1939;1990;1;4;0;2;0;3;0;L24065;1940;1960;1999;x
Duclos;820030;U14;1940;1990;1990;1990;3;5;0;1;0;3;0;L24066;1940;1945;1999;x
Fournier;820031;U14;1930;1930;1990;1990;2;4;514;1;0;5;0;L24073;1940;1960;1999;x
Garbay;820032;U14;1944;1990;1990;1990;3;7;4;1;0;5;0;L24078;1940;1960;1999;x
Geoffroy;820033;U14;1946;1990;1990;1990;3;5;288;1;0;5;0;L24081;1940;1960;1999;x
Giraud;820034;U14;1930;1939;1942;1990;1;6;16;3;0;5;0;L24084;1943;1960;1999;x
Goislard de Monsabert;820035;U14;1941;1943;1944;1945;1;6;36;4;0;4;0;L24087;1942;1960;1999;x
Gravier;820036;U14;1941;1990;1990;1990;3;3;64;1;0;4;0;L24089;1941;1943;1999;x
Guillaume;820037;U14;1938;1942;1944;1990;1;5;4;3;0;5;0;L24091;1940;1960;1999;x
Hettier de Boislambert;820038;U14;1942;1990;1990;1990;3;5;4;1;0;5;0;L24093;1940;1945;1999;x
Ingold;820039;U14;1944;1990;1990;1990;3;4;1;1;0;4;0;L24097;1940;1960;1999;x
Jacob;820040;U14;1945;1990;1990;1990;3;4;4;1;0;5;0;L24098;1940;1960;1999;x
Joussé;820041;U14;1944;1946;1990;1990;3;4;4;2;0;5;0;L24100;1942;1960;1999;x
Juin;820042;U14;1938;1940;1941;1942;0;6;132;4;0;5;0;L24101;1942;1960;1999;x
Kieffer;820043;U14;1944;1990;1990;1990;3;6;256;1;0;5;0;L24104;1940;1960;1999;x
Kœnig;820044;U14;1942;1943;1944;1946;1;8;4;4;0;5;0;L24107;1940;1960;1999;x
Le Gentilhomme;820045;U14;1930;1941;1943;1990;1;7;256;3;0;5;0;L24108;1940;1947;1999;x
Lalande de la Motte;820046;U14;1946;1990;1990;1990;3;3;4;1;0;4;0;L24110;1940;1960;1999;x
Lantenois;820047;U14;1941;1990;1990;1990;3;5;1;1;0;5;0;L24112;1940;1945;1999;x
de Lattre de Tassigny;820048;U14;1939;1941;1943;1945;1;8;16;4;0;5;0;L24114;1943;1960;1999;x
Leclerc;820049;U14;1941;1943;1945;1946;2;8;129;4;0;5;0;L24116;1940;1960;1999;x
Martin;820050;U14;1930;1939;1944;1990;2;5;513;3;0;4;0;L24119;1940;1960;1999;x
Ravanell;820051;U14;1944;1990;1990;1990;3;5;256;1;0;4;0;L24129;1944;1947;1999;x
Rondenay;820052;U14;1930;1930;1990;1990;2;4;528;1;0;2;0;L24134;1943;1960;1999;x
Sevez;820053;U14;1930;1930;1990;1990;2;4;0;1;0;3;0;L24136;1942;1948;1999;x
Simon;820054;U14;1930;1930;1990;1990;2;5;514;1;0;5;0;L24137;1940;1960;1999;x
Weil;820055;U14;1944;1990;1990;1990;3;5;257;1;0;5;0;L24144;1940;1960;1999;x
Auboyneau;820056;U14;1944;1990;1990;1990;3;5;4096;1;0;5;1;L24147;1940;1960;1999;x
Colmay;820057;U14;1938;1990;1990;1990;3;4;0;1;0;5;1;L24150;1940;1960;1999;x
Darlan;820058;U14;1929;1932;1936;1939;1;6;4096;3;0;5;1;L24151;1929;1930;1957;x
d'Estienne d'Orves;820059;U14;1939;1990;1990;1990;3;3;1024;1;0;5;1;L24152;1940;1941;1999;x
de Laborde;820060;U14;1930;1930;1938;1990;1;3;0;1;0;5;1;L24154;1940;1960;1999;x
Levasseur;820061;U14;1944;1990;1990;1990;3;5;4096;1;0;5;1;L24166;1940;1960;1999;x
Muselier;820062;U14;1930;1939;1990;1990;2;5;8192;2;0;4;1;L24168;1941;1960;1999;x
